 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125
Time(s)/Cell Status, rejected, accepted, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, rejected, rejected, accepted, accepted, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, rejected, rejected, accepted, accepted, rejected, accepted, rejected, accepted, rejected, rejected, accepted, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected, rejected, rejected, accepted, rejected, rejected, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected
7.1, 42.22847, 42.20972, 42.39027, 42.40896, 42.60646, 42.32248, 42.20835, 43.23788, 42.86795, 42.17656, 43.14423, 42.87485, 42.18478, 42.35177, 42.11839, 42.94501, 42.45327, 43.03358, 42.90464, 41.81566, 42.26974, 42.50166, 42.45986, 42.10717, 42.0175, 42.89468, 42.46758, 42.1927, 42.23852, 42.79574, 42.61311, 43.35646, 42.21469, 42.33485, 42.53669, 42.43427, 42.20037, 42.19323, 42.2926, 42.29521, 42.54654, 42.35346, 42.62513, 42.74953, 42.44265, 42.52769, 42.38119, 42.12662, 42.4697, 41.94786, 42.28761, 44.36098, 42.33557, 42.41792, 42.56832, 42.29549, 42.53591, 42.91062, 42.5583, 42.46406, 42.42886, 42.48289, 42.78142, 42.24974, 42.5643, 42.48603, 42.39469, 42.52784, 42.37638, 42.43617, 42.77623, 42.66993, 42.71497, 42.33477, 42.47834, 42.56417, 42.49553, 42.54536, 42.31657, 42.25688, 42.39074, 42.72464, 42.38596, 42.35591, 42.26429, 42.51691, 42.29311, 42.41801, 42.31806, 42.2885, 42.38519, 42.23257, 42.22557, 42.27583, 42.43465, 42.35856, 42.37304, 42.31749, 42.64825, 42.33396, 42.42395, 42.32705, 42.49776, 42.46863, 42.55386, 42.00847, 41.95139, 42.25914, 42.43436, 42.24844, 42.22211, 42.40155, 42.41373, 42.5034, 42.43118, 42.775, 42.39665, 42.18948, 42.40236, 42.46149, 42.46087, 42.55861, 42.21898, 42.36989, 42.5037, 42.32941
7.15, 42.19543, 42.2683, 42.42132, 42.39092, 42.66267, 42.3404, 42.23217, 43.27485, 42.91145, 42.14878, 43.13283, 42.82687, 42.07108, 42.40245, 42.08392, 42.92253, 42.49705, 42.82876, 42.91853, 41.85506, 42.22652, 42.52133, 42.42105, 42.08323, 41.9724, 42.85284, 42.4819, 42.18893, 42.28248, 42.79965, 42.64375, 43.26542, 42.22436, 42.41631, 42.5437, 42.43366, 42.21203, 42.21284, 42.24044, 42.26354, 42.60203, 42.33632, 42.6103, 42.77628, 42.41158, 42.4852, 42.39491, 42.12144, 42.46263, 42.09451, 42.31287, 44.16193, 42.36325, 42.31447, 42.57169, 42.23272, 42.52585, 42.83504, 42.58995, 42.53667, 42.35847, 42.49396, 42.7324, 42.30665, 42.5229, 42.49296, 42.37923, 42.54325, 42.37282, 42.35546, 42.97101, 42.69818, 42.58074, 42.34958, 42.37959, 42.52084, 42.49461, 42.53744, 42.42598, 42.38535, 42.41369, 42.67373, 42.35999, 42.45766, 42.22818, 42.54703, 42.27341, 42.39724, 42.26016, 42.33012, 42.35376, 42.2859, 42.34122, 42.31643, 42.4706, 42.37259, 42.69695, 42.30363, 42.60312, 42.36487, 42.33264, 42.31935, 42.46342, 42.43601, 42.56886, 42.02815, 42.06219, 42.25391, 42.50196, 42.30967, 42.20721, 42.28763, 42.25637, 42.50091, 42.45407, 42.72884, 42.44881, 42.15144, 42.37225, 42.4223, 42.41732, 42.41748, 42.21208, 42.35268, 42.41785, 42.35829
7.2, 42.19735, 42.25773, 42.42674, 42.38912, 42.64548, 42.32316, 42.16903, 43.19855, 42.79358, 42.1428, 43.04846, 42.81964, 42.10256, 42.38179, 42.08807, 43.05727, 42.51112, 42.87611, 42.93044, 41.92068, 42.30873, 42.58676, 42.52587, 42.12776, 41.97681, 43.07544, 42.52673, 42.25734, 42.274, 42.81454, 42.66252, 43.24812, 42.15265, 42.42869, 42.50416, 42.46775, 42.18348, 42.30289, 42.28695, 42.27846, 42.64704, 42.3228, 42.7296, 42.84218, 42.38562, 42.47203, 42.46821, 42.13519, 42.45264, 42.12297, 42.41647, 44.18123, 42.35273, 42.46276, 42.50792, 42.31099, 42.6203, 42.9172, 42.54756, 42.56319, 42.39809, 42.48243, 42.74871, 42.39542, 42.66019, 42.46393, 42.26765, 42.57749, 42.41673, 42.36815, 43.21115, 42.66031, 42.49271, 42.31734, 42.43195, 42.47515, 42.56868, 42.55168, 42.34135, 42.38987, 42.42748, 42.50605, 42.32897, 42.49433, 42.30389, 42.56248, 42.36343, 42.44361, 42.29948, 42.37408, 42.37, 42.40957, 42.34465, 42.16525, 42.43662, 42.37186, 42.60853, 42.30195, 42.60582, 42.23979, 42.28873, 42.35604, 42.41593, 42.45372, 42.5969, 42.23701, 42.16507, 42.20906, 42.51031, 42.33867, 42.22808, 42.37614, 42.32308, 42.43783, 42.4397, 42.76934, 42.54755, 42.27673, 42.32448, 42.46086, 42.39697, 42.3957, 42.22534, 42.40386, 42.51263, 42.39014
7.25, 42.20071, 42.20317, 42.37307, 42.30597, 42.75353, 42.31498, 42.08932, 44.30878, 42.70547, 42.21453, 42.93551, 42.84853, 41.96743, 42.42254, 43.4053, 42.83932, 42.51699, 42.53596, 42.80311, 41.87541, 42.26427, 42.68047, 43.73281, 42.28502, 42.0062, 43.03425, 42.54028, 42.92155, 42.56863, 42.88655, 42.6897, 42.91018, 42.31659, 42.45932, 42.53905, 42.38725, 42.32473, 42.35699, 42.31071, 42.33551, 42.72016, 42.24843, 42.73455, 42.83168, 42.33892, 42.4259, 42.44164, 42.17486, 42.51109, 42.15332, 42.44602, 42.62334, 42.65331, 42.42893, 42.37024, 42.31868, 42.53101, 42.30146, 42.52033, 42.54711, 42.29735, 42.79229, 42.63087, 42.22588, 42.63393, 42.52747, 42.39879, 42.46547, 42.3739, 42.37831, 42.66843, 42.60316, 42.29757, 42.27526, 42.74489, 42.36404, 42.50709, 42.53599, 42.41292, 42.37098, 42.39192, 42.43245, 42.28362, 42.70555, 42.19463, 42.8895, 42.31404, 42.4783, 42.24123, 42.46268, 42.34938, 42.27833, 42.25387, 42.27827, 42.39216, 42.30799, 42.27651, 42.27575, 42.62642, 42.26634, 42.3639, 42.39247, 42.69878, 42.4147, 42.44083, 42.08876, 42.30544, 42.37165, 42.46724, 42.28733, 42.35199, 42.37626, 42.42174, 42.3443, 42.44952, 42.86922, 42.48106, 42.15884, 42.33095, 42.53829, 42.29567, 42.64711, 42.21074, 42.42432, 42.52627, 42.3221
7.3, 42.251, 42.22034, 42.58243, 42.43448, 42.61186, 42.3413, 42.20943, 43.2474, 42.89928, 42.21018, 43.12321, 42.7973, 42.22883, 42.42156, 42.15106, 43.70742, 42.49887, 42.68222, 43.40273, 41.79623, 42.28929, 42.61195, 42.46746, 42.17672, 41.88397, 43.31403, 42.53347, 42.16952, 42.28442, 42.89293, 42.69287, 43.23713, 42.18763, 42.43821, 42.53868, 42.39343, 42.15118, 42.26725, 42.18259, 42.2828, 42.98638, 42.55239, 43.09649, 43.06878, 42.75615, 42.61852, 42.33015, 42.10822, 42.3922, 42.14096, 42.72932, 44.02512, 42.45213, 42.3948, 42.54047, 42.25912, 42.56257, 42.83356, 42.5645, 42.54192, 42.38188, 42.42378, 42.73962, 42.79456, 42.99317, 42.40781, 42.32203, 42.68642, 42.42575, 42.41333, 43.03997, 42.60693, 42.59983, 42.36017, 42.73731, 42.58376, 42.71657, 42.4597, 42.34836, 42.31314, 42.3647, 42.69155, 42.36744, 42.48167, 42.4362, 42.52238, 42.39178, 42.37726, 42.29305, 42.48952, 42.31551, 42.34702, 42.31484, 42.2678, 42.47295, 42.32088, 42.51175, 42.28282, 42.66791, 42.46577, 42.26141, 42.31586, 42.40829, 42.5048, 42.4798, 42.08653, 42.02583, 42.19205, 42.43065, 42.29355, 42.25267, 42.28242, 42.42714, 42.47928, 42.39048, 42.75792, 42.40832, 42.22803, 42.32225, 42.51172, 42.459, 42.44099, 42.2506, 42.39275, 42.44738, 42.32822
7.35, 42.31558, 42.12883, 42.70748, 42.38207, 42.54306, 42.39869, 42.18684, 43.2993, 43.04161, 42.3704, 43.1333, 42.79132, 42.45737, 42.4564, 42.23548, 44.30868, 42.52582, 42.66949, 43.76761, 41.87478, 42.24853, 42.91383, 42.36301, 42.2544, 41.81891, 43.19161, 42.54015, 42.11839, 42.31003, 42.82221, 42.707, 43.2221, 42.27438, 42.44949, 42.53403, 42.34354, 42.09079, 42.19646, 42.38734, 42.33673, 43.15794, 42.78111, 43.12906, 43.32686, 43.54196, 43.03294, 42.31095, 42.16691, 42.36328, 42.03224, 42.63737, 43.79146, 42.38767, 42.41818, 42.58231, 42.19979, 42.50738, 42.77995, 42.61233, 42.55518, 42.3602, 42.48369, 42.71461, 42.73502, 43.10424, 42.36601, 42.41151, 42.96626, 42.34772, 42.50843, 42.90437, 43.21299, 43.08156, 42.44968, 42.60133, 42.68723, 42.90825, 42.56449, 42.55873, 42.369, 42.38184, 42.74236, 42.35295, 42.42717, 42.57738, 42.44937, 42.32489, 42.44289, 42.25992, 42.40675, 42.36935, 42.29396, 42.22254, 42.35619, 42.45633, 42.35519, 42.49849, 42.20919, 42.66486, 42.4579, 42.44778, 42.31736, 42.59487, 42.39528, 42.35989, 41.92768, 42.12447, 42.47495, 42.36143, 42.49489, 42.19296, 42.39207, 42.39894, 42.44997, 42.51113, 42.6007, 42.44672, 42.14546, 42.36104, 42.5999, 42.55792, 42.46662, 42.28517, 42.34469, 42.40719, 42.3019
7.4, 42.34476, 42.12924, 42.72862, 42.38029, 42.60061, 42.35847, 42.16817, 43.30423, 42.95335, 42.26749, 43.04794, 42.79814, 42.44172, 42.45691, 42.10587, 44.33277, 42.53356, 42.63853, 44.39139, 41.81232, 42.21188, 43.06675, 42.40417, 42.23352, 41.92496, 43.13035, 42.52075, 42.11921, 42.30287, 42.88958, 42.64046, 43.24068, 42.23609, 42.43953, 42.49268, 42.37942, 42.05592, 42.24287, 43.36599, 42.3111, 43.41535, 42.62931, 42.9288, 43.51901, 44.00791, 43.04464, 42.57679, 42.1604, 42.44798, 42.0611, 42.58208, 43.64896, 42.36246, 42.43378, 42.51286, 42.23115, 42.46577, 42.67489, 42.58373, 42.53496, 42.37443, 42.57232, 42.6681, 42.62122, 43.272, 42.38652, 42.43065, 43.3612, 42.34904, 42.45667, 42.85153, 43.18254, 43.09184, 42.40824, 42.55079, 42.64979, 42.8861, 42.49697, 42.46002, 42.37555, 42.33593, 42.76315, 42.32525, 42.4441, 42.56669, 42.54827, 42.45173, 42.41898, 42.26533, 42.43795, 42.24848, 42.3584, 42.19522, 42.21195, 42.46264, 42.37398, 42.49772, 42.22464, 42.72222, 42.53071, 42.37433, 42.37398, 42.50882, 42.47654, 42.402, 42.07888, 42.06068, 42.36679, 42.43102, 42.43369, 42.14255, 42.31207, 42.4309, 42.48013, 42.50739, 42.68939, 42.49553, 42.27811, 42.36404, 42.58377, 42.4551, 42.54236, 42.32679, 42.2118, 42.46743, 42.25805
7.45, 42.34571, 42.09969, 42.82029, 42.39531, 42.55817, 42.36781, 42.20922, 43.32438, 43.02288, 42.28902, 42.99694, 42.76958, 42.39658, 42.49222, 42.15377, 44.15597, 42.4979, 42.71037, 44.77658, 41.79826, 42.29529, 43.08903, 42.37947, 42.2038, 41.94601, 43.08336, 42.51075, 42.12225, 42.28178, 42.90971, 42.59555, 43.24761, 42.24581, 42.40773, 42.46132, 42.38135, 42.0652, 42.26201, 43.43276, 42.32099, 43.7827, 42.58366, 42.90416, 43.58431, 44.12533, 42.86736, 42.5876, 42.20518, 42.42796, 42.03221, 42.53082, 43.61791, 42.41464, 42.41237, 42.51835, 42.21595, 42.53837, 42.63641, 42.62285, 42.55888, 42.44746, 42.56422, 42.69197, 42.51407, 43.09949, 42.43265, 42.32949, 43.27071, 42.33186, 42.33644, 42.82766, 43.11592, 42.8898, 42.39148, 42.54131, 42.58856, 42.87097, 42.51743, 42.60905, 42.37994, 42.3387, 42.75191, 42.30882, 42.4502, 42.58675, 42.49229, 42.45971, 42.37851, 42.23145, 42.41399, 42.41389, 42.29216, 42.3079, 42.26635, 42.44077, 42.34495, 42.48138, 42.24232, 42.68575, 42.45382, 42.37379, 42.34199, 42.51718, 42.36555, 42.37397, 42.06862, 42.0476, 42.30795, 42.40289, 42.35685, 42.20794, 42.4117, 42.4612, 42.52524, 42.48264, 42.65276, 42.43683, 42.17444, 42.33269, 42.62687, 42.48468, 42.40589, 42.3252, 42.02971, 42.43999, 42.37743
7.5, 42.26577, 42.0612, 42.83825, 42.39149, 42.43069, 42.36592, 42.17731, 43.32907, 43.00745, 42.37895, 42.92294, 42.71412, 42.388, 42.47939, 42.18623, 44.00805, 42.45532, 42.66264, 44.58018, 41.80749, 42.20108, 43.34383, 42.33885, 42.24516, 41.9021, 43.03178, 42.48717, 42.08972, 42.32616, 42.87772, 42.58881, 43.1559, 42.16164, 42.30762, 42.45047, 42.31668, 42.13902, 42.22918, 43.53994, 42.38691, 44.01812, 42.53759, 42.8075, 43.5177, 44.03509, 42.82433, 42.44865, 42.16782, 42.36526, 42.06908, 42.46103, 43.3931, 42.36377, 42.43055, 42.52631, 42.23759, 42.47484, 42.62587, 42.64531, 42.52333, 42.40524, 42.58061, 42.66682, 42.46473, 42.95052, 42.4082, 42.41772, 43.06637, 42.37831, 42.33752, 42.79031, 43.08758, 42.83375, 42.38442, 42.48386, 42.60234, 42.84241, 42.53321, 42.73104, 42.41651, 42.3921, 42.69823, 42.36604, 42.43527, 42.64635, 42.49638, 42.36827, 42.43798, 42.21518, 42.49106, 42.35666, 42.36536, 42.25674, 42.33967, 42.48312, 42.41905, 42.45508, 42.26193, 42.65807, 42.4504, 42.41195, 42.28246, 42.57833, 42.33174, 42.39572, 42.00442, 42.06945, 42.31903, 42.41474, 42.41921, 42.22514, 42.36012, 42.50149, 42.49802, 42.55211, 42.67035, 42.55856, 42.24197, 42.29477, 42.69246, 42.55946, 42.57345, 42.28823, 42.58944, 42.36983, 42.36427
7.55, 42.34155, 42.12554, 42.78633, 42.35718, 42.4538, 42.36186, 42.13903, 43.31629, 42.95221, 42.31136, 42.93599, 42.73794, 42.30461, 42.4469, 42.19682, 43.87466, 42.49783, 42.64322, 44.54783, 41.85002, 42.23281, 43.2784, 42.35347, 42.23288, 41.95708, 43.01196, 42.49549, 42.10899, 42.29367, 42.83455, 42.59592, 43.17339, 42.24194, 42.35804, 42.46658, 42.34136, 42.14621, 42.24815, 43.26141, 42.38217, 44.19923, 42.45596, 42.84218, 43.48037, 43.80368, 42.80037, 42.44767, 42.14547, 42.32805, 42.0561, 42.44208, 43.39876, 42.34752, 42.41558, 42.4844, 42.23302, 42.47681, 42.5414, 42.66467, 42.52065, 42.34097, 42.55237, 42.5888, 42.446, 42.94004, 42.43758, 42.36106, 43.05983, 42.38862, 42.31996, 42.76073, 42.98542, 42.91231, 42.4197, 42.45169, 42.59818, 42.73765, 42.51779, 42.69089, 42.38461, 42.35081, 42.69192, 42.3677, 42.41347, 42.56899, 42.51443, 42.40417, 42.37521, 42.27281, 42.41653, 42.37407, 42.37608, 42.25587, 42.29898, 42.5192, 42.39606, 42.47514, 42.16514, 42.63787, 42.50885, 42.47128, 42.28362, 42.45091, 42.38005, 42.45473, 42.03709, 42.06659, 42.31551, 42.40089, 42.35884, 42.16831, 42.40114, 42.41602, 42.57072, 42.36575, 42.66354, 42.52369, 42.22456, 42.3111, 42.61579, 42.43697, 42.4603, 42.29565, 42.99378, 42.44123, 42.32251
7.6, 42.36223, 42.13337, 42.8016, 42.37194, 42.43589, 42.33498, 42.22527, 43.32621, 42.91346, 42.28378, 42.99734, 42.73201, 42.28481, 42.49696, 42.19623, 43.82914, 42.51359, 42.61429, 44.39228, 41.80545, 42.29133, 43.16849, 42.35389, 42.22327, 41.96777, 42.96655, 42.45567, 42.19583, 42.26691, 42.87562, 42.61578, 43.15475, 42.29721, 42.41267, 42.4691, 42.34286, 42.15102, 42.25258, 43.12847, 42.29512, 44.06209, 42.45984, 42.83635, 43.43501, 43.75348, 42.76579, 42.3737, 42.13612, 42.44001, 42.05799, 42.42597, 43.35597, 42.29734, 42.41755, 42.52066, 42.22528, 42.50927, 42.6149, 42.65721, 42.52705, 42.43593, 42.55695, 42.67897, 42.41489, 42.86482, 42.37939, 42.33451, 43.04665, 42.41617, 42.38351, 42.70112, 43.01805, 43.2902, 42.40981, 42.46786, 42.56656, 42.77154, 42.46227, 42.71751, 42.3316, 42.37036, 42.66499, 42.44559, 42.55907, 42.5467, 42.53138, 42.3586, 42.40578, 42.21513, 42.38351, 42.3622, 42.26385, 42.2084, 42.28396, 42.40912, 42.41199, 42.48959, 42.25159, 42.6349, 42.4532, 42.42278, 42.30388, 42.51191, 42.42929, 42.35754, 42.04807, 42.04736, 42.36879, 42.30165, 42.3757, 42.23309, 42.30404, 42.4875, 42.41451, 42.57636, 42.63306, 42.4485, 42.16803, 42.37421, 42.57286, 42.44157, 42.49189, 42.25371, 42.8689, 42.40807, 42.28038
7.65, 42.28345, 42.13725, 42.66173, 42.38997, 42.51113, 42.4025, 42.26868, 43.28254, 42.84641, 42.30572, 43.01197, 42.75268, 42.29867, 42.42418, 42.14881, 43.71575, 42.54358, 42.68481, 44.36721, 41.7469, 42.32803, 43.06606, 42.38715, 42.17259, 42.02419, 43.00473, 42.46804, 42.36688, 42.22289, 42.90304, 42.66118, 43.11354, 42.25695, 42.34807, 42.49122, 42.42684, 42.17519, 42.24347, 42.94505, 42.32883, 44.03184, 42.77876, 42.85461, 43.39589, 43.40348, 42.73238, 42.60335, 42.19751, 42.44135, 42.0687, 42.39964, 43.28086, 42.28906, 42.39135, 42.50169, 42.25439, 42.42889, 43.60983, 42.47469, 42.52964, 42.40343, 42.51136, 42.72982, 42.41681, 42.8749, 42.48272, 42.3657, 43.34898, 42.36824, 42.41251, 42.77769, 43.02199, 43.36189, 42.4244, 42.65643, 42.49496, 42.8537, 42.56362, 42.33247, 42.36063, 42.40253, 42.952, 42.32632, 42.49149, 42.35408, 42.51325, 42.41768, 42.42679, 42.19799, 42.37699, 42.40391, 42.31518, 42.25317, 42.28484, 42.43271, 42.35271, 42.43873, 42.30869, 42.69779, 42.41743, 42.32954, 42.34348, 42.52481, 42.43089, 42.46324, 42.08116, 41.95904, 42.30365, 42.4922, 42.37491, 42.20136, 42.35057, 42.36433, 42.48836, 42.45071, 42.66484, 42.49112, 42.22015, 42.37291, 42.51538, 42.4867, 42.41835, 42.19881, 42.63779, 42.50707, 42.40469
7.7, 42.73786, 42.30695, 42.44906, 42.44872, 42.3973, 42.46288, 42.5657, 43.28442, 42.73185, 42.40457, 42.7523, 42.67305, 42.26107, 42.34077, 42.25153, 43.5197, 42.4502, 42.64221, 44.22296, 41.84743, 42.40446, 42.84332, 42.5486, 41.96337, 42.59058, 43.06481, 42.55974, 42.49929, 42.3192, 42.73508, 42.69181, 42.97452, 42.43238, 42.36327, 42.59612, 42.58888, 42.16002, 42.37374, 43.10221, 42.37553, 43.49942, 42.96532, 42.78262, 43.20324, 42.73352, 42.7897, 42.92702, 42.46388, 42.50338, 42.36752, 42.46088, 43.1917, 42.37982, 42.47137, 42.47823, 42.31929, 42.63167, 44.86652, 42.40584, 42.56118, 42.43627, 42.5399, 42.76642, 42.93298, 42.9195, 42.41024, 42.25089, 43.69708, 42.46836, 42.38438, 42.94126, 43.41988, 42.97869, 42.24306, 42.60506, 42.51503, 42.72349, 42.34958, 42.36636, 42.52974, 42.38641, 42.5541, 42.3792, 42.46529, 42.35765, 42.50187, 42.24274, 42.33147, 42.34789, 42.4814, 42.45082, 42.29617, 42.39006, 42.47095, 42.24348, 42.26846, 42.67217, 42.32682, 42.63632, 42.37892, 42.45563, 42.3671, 42.58993, 42.64091, 42.36815, 42.5757, 42.37452, 42.33878, 42.37975, 42.34294, 42.26891, 42.45448, 42.4929, 42.50265, 42.49509, 42.72581, 42.27246, 42.41667, 42.33062, 42.43859, 42.46841, 42.51781, 42.34973, 42.71119, 42.48335, 42.42897
7.75, 44.50948, 42.40659, 42.37523, 42.33923, 42.49545, 42.38583, 42.79901, 43.00981, 42.60542, 42.57401, 42.67883, 42.50089, 42.11376, 42.243, 42.07276, 42.94585, 42.3727, 42.60303, 43.67628, 42.02191, 42.47649, 42.48614, 42.59969, 42.03881, 43.03854, 42.9192, 42.5955, 42.68711, 42.55731, 42.62147, 42.76484, 43.06351, 42.45853, 42.31924, 42.6283, 42.46592, 42.23791, 42.40987, 43.02594, 42.35239, 43.01074, 42.77554, 43.08587, 42.55096, 42.201, 42.77089, 42.56796, 42.52736, 42.55924, 42.54161, 42.355, 43.00616, 42.33445, 42.34575, 42.54248, 42.38048, 42.63451, 44.47239, 42.46707, 42.66486, 42.27028, 42.40222, 42.61405, 42.80389, 42.82259, 42.43163, 42.31417, 43.67329, 42.52345, 42.28892, 42.86996, 42.8881, 42.70198, 42.43946, 42.38431, 42.27291, 42.51475, 42.29623, 42.40027, 42.50351, 42.42799, 42.09737, 42.44976, 42.49107, 42.20523, 42.51155, 42.2472, 42.27643, 42.34666, 42.50577, 42.46668, 42.33015, 42.44047, 42.44597, 42.31934, 42.35419, 42.46111, 42.4677, 42.46527, 42.25706, 42.47129, 42.37358, 42.60091, 42.36198, 42.64709, 42.30446, 42.29178, 42.32967, 42.51146, 42.42235, 42.67917, 42.43286, 42.32895, 42.40426, 42.42698, 42.79991, 42.4224, 42.3091, 42.25283, 42.19121, 42.41502, 42.26713, 42.35772, 42.45632, 42.36752, 42.64529
7.8, 42.25385, 42.22643, 42.41523, 42.24445, 42.7169, 42.40634, 42.05809, 44.94469, 42.75292, 42.33215, 42.94695, 42.88094, 42.05058, 42.44498, 43.41552, 42.7986, 42.44973, 42.50504, 42.80805, 41.86319, 42.23466, 42.69496, 43.62048, 42.41281, 41.77205, 42.92377, 42.53059, 42.75309, 42.96117, 42.85904, 42.7432, 42.90131, 42.29288, 42.46262, 42.54166, 42.28593, 42.28524, 42.28302, 42.32745, 42.41316, 42.72609, 42.29871, 42.73824, 42.8352, 42.44329, 42.54445, 42.3771, 42.27832, 42.41058, 42.22268, 42.51867, 42.50854, 42.59557, 42.45379, 42.48096, 42.36581, 42.63645, 42.31462, 42.63859, 42.53959, 42.2112, 42.81158, 42.6361, 42.3067, 42.53124, 42.48566, 42.35347, 42.36569, 42.39576, 42.28386, 42.60387, 42.67977, 42.58366, 42.33875, 42.77766, 42.46854, 42.49622, 42.61536, 42.38103, 42.44653, 42.42216, 42.62224, 42.26775, 42.83219, 42.31836, 42.89614, 42.21739, 42.39494, 42.31774, 42.49614, 42.4165, 42.37966, 42.16561, 42.42334, 42.41343, 42.48082, 42.35768, 42.45605, 42.65561, 42.43525, 42.51686, 42.25759, 42.736, 42.58326, 42.35851, 42.07708, 42.37453, 42.25685, 42.2345, 42.40556, 42.39552, 42.24426, 42.2909, 42.49737, 42.36092, 42.57318, 42.44166, 42.16, 42.41146, 42.40291, 42.42073, 42.86265, 42.23231, 42.32301, 42.46199, 42.36064
7.85, 43.29927, 42.39401, 42.41978, 42.44363, 42.35668, 42.45599, 42.54471, 43.21051, 42.77113, 42.54516, 42.78612, 42.5948, 42.06591, 42.29277, 42.28465, 43.23199, 42.46035, 42.68879, 44.18052, 41.95387, 42.30394, 42.68616, 42.60727, 41.97479, 44.22402, 43.05859, 42.62685, 42.62124, 42.35693, 42.66912, 42.74482, 43.02512, 42.52336, 42.36117, 42.74049, 42.54722, 42.17713, 42.40761, 43.79684, 42.26865, 43.23262, 42.81179, 43.66568, 42.98497, 42.31785, 42.74525, 42.53281, 42.49935, 42.59689, 42.4306, 42.61805, 44.31773, 42.42351, 42.4373, 42.48679, 42.28177, 42.88953, 44.53409, 42.55524, 42.68881, 42.41255, 42.56679, 42.61028, 42.94825, 42.938, 42.38479, 42.24909, 43.60779, 42.57674, 42.43141, 42.87656, 43.32918, 42.77601, 42.41537, 42.41558, 42.4769, 42.71284, 42.32437, 42.38462, 42.36764, 42.45663, 42.35844, 42.47594, 42.53909, 42.28976, 42.53372, 42.27631, 42.29344, 42.43452, 42.38311, 42.48389, 42.28761, 42.42966, 42.48652, 42.23313, 42.36058, 42.61279, 42.36753, 42.67109, 42.40608, 42.43694, 42.5535, 42.67346, 42.35795, 42.83725, 42.4501, 42.49182, 42.25622, 42.57077, 42.28894, 42.43273, 42.454, 42.43732, 42.41959, 42.51938, 42.81128, 42.30721, 42.30824, 42.4682, 42.37385, 42.43439, 42.40792, 42.3217, 42.6786, 42.43279, 42.36755
7.9, 42.85135, 42.3714, 42.43104, 42.49071, 42.44398, 42.44593, 42.45982, 43.32471, 42.86197, 42.32016, 42.7801, 42.64848, 42.15705, 42.29911, 42.23657, 43.23654, 42.41479, 42.6872, 44.2406, 41.96936, 42.43227, 42.77232, 42.63555, 41.94191, 43.883, 43.24194, 42.57745, 42.50426, 42.2526, 42.6672, 42.69476, 43.02859, 42.40417, 42.36278, 42.80744, 42.71516, 42.18646, 42.34066, 43.78469, 42.37264, 43.40122, 42.7416, 44.11436, 43.12545, 42.4977, 42.94607, 42.64075, 42.4364, 42.58965, 42.31672, 42.59479, 45.60718, 42.39164, 42.45424, 42.51572, 42.33566, 42.66403, 44.36885, 42.4886, 42.59331, 42.42879, 42.63047, 42.53464, 42.89113, 42.9766, 42.43155, 42.19453, 43.50556, 42.52853, 42.40593, 42.83951, 43.30977, 43.29872, 42.40626, 42.46185, 42.50591, 42.65372, 42.35313, 42.39117, 42.9488, 42.46556, 42.41917, 42.39435, 42.4571, 42.37011, 42.63013, 42.15983, 42.40399, 42.40682, 42.39511, 42.51008, 42.31389, 42.28844, 42.45441, 42.31235, 42.41766, 42.55416, 42.3691, 42.62139, 42.35703, 42.43747, 42.39517, 42.60966, 42.71688, 42.98125, 42.52981, 42.23619, 42.40075, 42.53106, 42.4218, 42.3717, 42.40971, 42.32229, 42.38124, 42.37419, 42.66733, 42.42035, 42.39674, 42.41898, 42.33331, 42.40208, 42.3473, 42.31956, 42.61584, 42.43103, 42.30875
