 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125
Time(s)/Cell Status, rejected, accepted, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, rejected, rejected, accepted, accepted, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, rejected, rejected, accepted, accepted, rejected, accepted, rejected, accepted, rejected, rejected, accepted, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected, rejected, rejected, accepted, rejected, rejected, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected
7.95, 42.95942, 42.4462, 42.43677, 42.47697, 42.46999, 42.46095, 42.55197, 43.23162, 42.79306, 42.36689, 42.83835, 42.6503, 42.18312, 42.3243, 42.33667, 43.12845, 42.32703, 42.70605, 44.1245, 41.85199, 42.48919, 42.74719, 42.63227, 41.93087, 43.65594, 43.8157, 42.61541, 42.58648, 42.34731, 42.6841, 42.68258, 43.0021, 42.52022, 42.41064, 42.94123, 42.5665, 42.20556, 42.35322, 43.55779, 42.24213, 43.30397, 42.78354, 43.91293, 42.94868, 42.36672, 43.0519, 42.64708, 42.5121, 42.69707, 42.36215, 42.5304, 45.12757, 42.39479, 42.46863, 42.43388, 42.28895, 42.88715, 44.18439, 42.47066, 42.60994, 42.46107, 42.56019, 42.59532, 42.81827, 42.92088, 42.47469, 42.25281, 43.37969, 42.56414, 42.32301, 42.82679, 43.20407, 43.3942, 42.45969, 42.40575, 42.38906, 42.6441, 42.40799, 42.40592, 43.17536, 42.39103, 42.44699, 42.45836, 42.55296, 42.36104, 42.52605, 42.29317, 42.37763, 42.39138, 42.45426, 42.49526, 42.40322, 42.47778, 42.50757, 42.28146, 42.36485, 42.51983, 42.47523, 42.60497, 42.31406, 42.54162, 42.37293, 42.63099, 42.45467, 42.93289, 42.43671, 42.46081, 42.27596, 42.41262, 42.35325, 42.41019, 42.48048, 42.50954, 42.42014, 42.69257, 42.85176, 42.32659, 42.37831, 42.28008, 42.29765, 42.5414, 42.38203, 42.38272, 42.62857, 42.4634, 42.41113
8, 42.78083, 42.43347, 42.63783, 42.47392, 42.34196, 42.43292, 42.39258, 43.29557, 42.88699, 42.41362, 42.83189, 42.66377, 42.18033, 42.33178, 42.32369, 43.16059, 42.40278, 42.70747, 44.00299, 41.90603, 42.45108, 43.31123, 42.64267, 41.92239, 43.52451, 44.3201, 42.63028, 42.5387, 42.23438, 42.7044, 42.6547, 42.9412, 42.5055, 42.34989, 42.90338, 42.43587, 42.18889, 42.32761, 43.52486, 42.3409, 43.3855, 42.82192, 43.72003, 43.05593, 42.47566, 42.93859, 42.59765, 42.37537, 42.58704, 42.46486, 42.45957, 44.8896, 42.41258, 42.42116, 42.35576, 42.35802, 42.76018, 44.0925, 42.51538, 42.59299, 42.38416, 42.61287, 42.66065, 43.21524, 42.98445, 42.43262, 42.28679, 43.28691, 42.53946, 42.46631, 42.8125, 43.16848, 43.32768, 42.28139, 42.40831, 42.43033, 42.65348, 42.45491, 42.35207, 43.12025, 42.37023, 42.42763, 42.46535, 42.50734, 42.35999, 42.49799, 42.28328, 42.34814, 42.23444, 42.46966, 42.43344, 42.29629, 42.34874, 42.50243, 42.2197, 42.25844, 42.57783, 42.28424, 42.62892, 42.3858, 42.49612, 42.28223, 42.60594, 42.50343, 42.77471, 42.46861, 42.3727, 42.31585, 42.49414, 42.34188, 42.34618, 42.46558, 42.39279, 42.54558, 42.6603, 42.79544, 42.33521, 42.39781, 42.38548, 42.39507, 42.40318, 42.39242, 42.3937, 42.58581, 42.40504, 42.41771
8.050000000000001, 42.59781, 42.36459, 43.07526, 42.49806, 42.3856, 42.45303, 42.35718, 43.34862, 42.83783, 42.26487, 42.88355, 42.7314, 42.20098, 42.388, 42.25865, 43.21201, 42.4729, 42.69854, 43.96621, 41.90569, 42.32736, 44.04371, 42.61732, 41.93131, 43.41026, 44.439, 42.5629, 42.4459, 42.17696, 42.84361, 42.65282, 42.95612, 42.39607, 42.4528, 42.81633, 42.50357, 42.20548, 42.32425, 43.49024, 42.31788, 43.41251, 42.70191, 43.68175, 43.11581, 42.57199, 42.76509, 42.58704, 42.33068, 42.57533, 42.28033, 42.49809, 44.81824, 42.43164, 42.49432, 42.44792, 42.31728, 42.62376, 43.97432, 42.5038, 42.63557, 42.39721, 42.6401, 42.58469, 43.12816, 42.91845, 42.39974, 42.21719, 43.19727, 42.49469, 42.42779, 42.7616, 43.18558, 43.22433, 42.26668, 42.39915, 42.43089, 42.62124, 42.40466, 42.3283, 42.88049, 42.37847, 42.41771, 42.42076, 42.52007, 42.43894, 42.71022, 42.19816, 42.33228, 41.95044, 42.47839, 42.4876, 42.30172, 42.40687, 42.41396, 42.31881, 42.33122, 42.57331, 42.31331, 42.58787, 42.32462, 42.41197, 42.37864, 42.50959, 42.59469, 42.68473, 42.55152, 42.03106, 42.48792, 42.48062, 42.33873, 42.37076, 42.411, 42.43289, 42.4664, 42.42458, 42.6454, 42.40313, 42.33449, 42.36601, 42.47369, 42.44194, 42.4056, 42.30951, 42.54816, 42.43425, 42.28808
8.1, 42.77774, 42.36157, 43.6213, 42.49519, 42.35307, 42.40163, 42.31712, 43.2336, 42.79091, 42.40255, 42.7766, 42.69478, 42.19133, 42.31433, 42.31536, 43.15128, 42.33844, 42.63083, 43.63345, 41.8481, 42.45644, 44.13491, 42.56288, 41.97172, 43.06939, 44.1371, 42.62373, 42.46065, 42.25143, 42.74559, 42.63917, 42.90902, 42.40036, 42.33149, 42.86575, 42.97805, 42.20619, 42.34093, 43.14983, 42.26074, 43.43971, 42.60558, 43.38915, 43.00868, 42.5603, 42.73489, 42.52953, 42.57656, 42.53046, 42.29589, 42.47933, 44.41457, 42.45184, 42.48639, 42.40079, 42.34246, 42.75452, 43.77679, 42.59091, 42.61198, 42.52633, 42.55063, 42.47742, 42.84758, 42.80105, 42.37884, 42.14979, 43.00569, 42.47754, 42.38779, 42.79814, 43.01287, 42.91648, 42.42864, 42.28997, 42.57076, 42.61168, 42.30729, 42.37883, 43.00034, 42.36352, 42.47088, 42.47121, 42.45568, 42.30767, 42.61281, 42.27915, 42.39922, 42.48595, 42.59666, 42.50592, 42.2824, 42.31065, 42.4766, 42.22429, 42.3392, 42.57034, 42.43923, 42.57825, 42.34202, 42.5166, 42.66016, 42.5537, 42.52849, 42.71193, 42.54078, 42.48315, 42.29275, 42.45218, 42.35041, 42.28933, 42.39321, 42.41117, 42.36277, 42.3905, 42.77278, 42.29955, 42.40359, 42.27335, 42.26079, 42.49582, 42.37086, 42.33133, 42.47849, 42.41786, 42.33675
8.15, 42.46107, 42.38354, 44.24849, 42.48109, 42.63099, 42.40503, 42.30202, 43.39915, 42.9082, 42.15124, 42.90958, 42.81818, 42.1451, 42.3694, 42.11398, 43.23251, 42.51704, 42.58497, 43.89776, 41.90059, 42.35052, 44.14562, 42.48059, 42.1412, 42.92616, 44.0518, 42.58805, 42.34159, 42.08858, 42.90327, 42.58708, 42.97881, 42.26485, 42.39032, 42.72818, 42.71021, 42.21548, 42.2613, 43.19651, 42.33566, 43.48484, 42.59599, 43.48377, 43.11, 42.77681, 42.67531, 42.44078, 42.49512, 42.48212, 42.13869, 42.40635, 44.37793, 42.35486, 42.38554, 42.45394, 42.32522, 42.52432, 43.71249, 42.51131, 42.57617, 42.64705, 42.59143, 42.55103, 42.86964, 42.73207, 42.43801, 42.28305, 42.9241, 42.40689, 42.23654, 42.71244, 43.10953, 43.4603, 42.33362, 42.43918, 42.53239, 42.6445, 42.47251, 42.3164, 42.96971, 42.45903, 42.54671, 42.35487, 42.45182, 42.19428, 42.65739, 42.45302, 42.41682, 42.84433, 42.37096, 42.36083, 42.33537, 42.32315, 42.23672, 42.41204, 42.39878, 42.48252, 42.3741, 42.58959, 42.52003, 42.43958, 42.37793, 42.56678, 42.45193, 42.61678, 42.37405, 41.98788, 42.21262, 42.4784, 42.40116, 42.3626, 42.38931, 42.37394, 42.52141, 42.61584, 42.82926, 42.59666, 42.31545, 42.35414, 42.48983, 42.27517, 42.41916, 42.19852, 42.37362, 42.50862, 42.3902
8.199999999999999, 42.37115, 42.29404, 45.08932, 42.41192, 42.68893, 42.3014, 42.23097, 43.31579, 43.14063, 42.38227, 42.93085, 42.79792, 42.2198, 42.50339, 42.32875, 43.19226, 42.48755, 42.60776, 43.75449, 41.79456, 42.1804, 43.59837, 42.33956, 42.21742, 42.59771, 43.73523, 42.52925, 42.19568, 42.38618, 42.92226, 42.68414, 42.98236, 42.34681, 42.39506, 42.54315, 42.51256, 42.23839, 42.20642, 43.20019, 42.37934, 43.21539, 42.50761, 43.29754, 43.13462, 43.1293, 42.67043, 42.44629, 42.42706, 42.37935, 42.19156, 42.45485, 44.05013, 42.35464, 42.41071, 42.53174, 42.21574, 42.55807, 43.41745, 42.66833, 42.5408, 42.44981, 42.65929, 42.53117, 42.70313, 42.60955, 42.39151, 42.39177, 42.78308, 42.3969, 42.35302, 42.60273, 43.38351, 43.59153, 42.3604, 42.46178, 42.63139, 42.61334, 42.50198, 42.44235, 42.87053, 42.46717, 42.74738, 42.38599, 42.52263, 42.51628, 42.51041, 42.306, 42.31867, 42.73773, 42.47881, 42.45205, 42.42449, 42.21172, 42.42848, 42.3065, 42.4696, 42.4651, 42.22482, 42.6493, 42.44324, 42.49249, 42.38935, 42.44827, 42.31765, 42.52326, 42.0272, 42.22148, 42.36201, 42.42989, 42.38843, 42.23923, 42.4184, 42.37399, 42.49268, 42.50626, 42.4467, 42.55139, 42.29851, 42.33234, 42.61211, 42.43018, 42.39993, 42.33918, 42.44963, 42.40802, 42.26474
8.25, 42.22644, 42.31348, 45.18441, 42.37041, 42.64297, 42.38242, 42.17156, 43.24542, 43.13803, 42.3765, 42.96877, 42.85152, 42.24547, 42.41839, 42.32615, 43.13679, 42.53835, 42.52745, 43.64779, 41.81923, 42.15195, 43.47773, 42.25725, 42.24808, 42.42536, 43.52789, 42.53891, 42.10526, 42.39377, 42.90424, 42.65173, 42.96767, 42.25607, 42.36561, 42.53389, 42.44379, 42.16552, 42.19194, 43.20007, 42.31254, 43.04072, 42.59827, 43.20449, 43.18164, 43.25538, 42.6458, 42.41152, 42.2776, 42.38231, 42.08588, 42.49622, 43.83484, 42.31274, 42.52071, 42.49174, 42.28148, 42.59368, 43.28416, 42.73043, 42.53824, 42.40191, 42.58784, 42.51982, 42.57713, 42.51521, 42.63985, 42.38825, 42.89878, 42.33254, 42.58767, 42.62196, 43.32066, 43.44687, 42.2988, 42.44625, 42.6831, 42.73945, 42.43731, 42.3577, 42.69626, 42.41546, 42.70097, 42.30188, 42.46549, 42.81293, 42.65085, 42.44519, 42.29164, 42.44117, 42.4917, 42.43647, 42.32513, 42.2913, 42.45269, 42.31664, 42.37031, 42.27518, 42.29971, 42.58979, 42.64034, 42.4127, 42.27147, 42.4959, 42.4142, 42.37074, 42.01571, 42.37475, 42.29303, 42.35473, 42.39367, 42.15818, 42.35532, 42.40275, 42.50024, 42.3998, 42.39681, 42.48406, 42.31739, 42.20547, 42.58659, 42.40976, 42.41068, 42.35282, 42.53245, 42.36724, 42.30227
8.300000000000001, 42.41665, 42.36448, 43.52357, 42.5001, 42.58855, 42.43301, 42.25596, 43.34151, 42.73457, 42.21226, 42.91973, 42.85858, 42.20148, 42.34126, 42.23843, 43.08227, 42.50386, 42.67562, 43.64851, 41.8245, 42.33002, 43.82569, 42.57907, 41.93701, 42.73121, 43.90324, 42.57965, 42.34016, 42.19846, 42.87656, 42.78194, 42.91015, 42.33188, 42.45538, 42.68103, 42.50284, 42.24301, 42.29277, 42.95757, 42.31997, 43.26057, 42.61131, 43.23821, 43.05353, 42.56011, 42.70819, 42.48107, 42.47128, 42.62291, 42.31776, 42.446, 44.05679, 42.35827, 42.49246, 42.49925, 42.35382, 42.53745, 43.60937, 42.51915, 42.60889, 42.42739, 42.63115, 42.51692, 42.77718, 42.8147, 42.5295, 42.29661, 43.61935, 42.42094, 42.62269, 42.73995, 43.18882, 43.20319, 42.3827, 42.29899, 42.3581, 42.8273, 42.45412, 42.39671, 42.70727, 42.40201, 42.3978, 42.33253, 42.53512, 42.5231, 42.82334, 42.20912, 42.41503, 43.16941, 42.43174, 42.53252, 42.26112, 42.4026, 42.4564, 42.44038, 42.26773, 42.49772, 42.36024, 42.51521, 42.229, 42.32632, 42.27412, 42.48404, 42.46797, 42.72684, 42.53729, 42.17863, 42.42358, 42.48671, 42.3937, 42.36289, 42.37388, 42.38567, 42.40036, 42.50395, 42.63765, 42.53718, 42.32122, 42.28905, 42.52916, 42.52103, 42.38945, 42.29949, 42.44981, 42.42687, 42.27449
8.35, 42.27664, 42.34029, 42.27208, 42.3769, 42.65422, 42.32843, 42.14236, 45.55696, 42.62854, 42.1813, 42.83911, 42.86251, 42.14755, 42.45709, 43.0955, 42.76653, 42.45181, 42.64455, 42.75278, 41.92779, 42.38086, 42.64576, 43.77458, 42.11004, 42.03961, 43.17507, 42.51484, 42.83244, 42.48203, 42.86412, 42.86164, 43.00482, 42.30411, 42.56674, 42.77457, 42.41289, 42.30418, 42.29619, 42.38166, 42.35703, 42.68482, 42.30448, 42.71744, 42.84222, 42.2773, 42.72137, 42.46222, 42.40562, 42.52636, 42.3195, 42.49596, 42.92034, 42.64782, 42.58886, 42.33853, 42.54599, 42.43253, 42.46245, 42.51772, 42.60057, 42.37282, 42.80956, 42.57768, 42.77906, 42.88625, 42.43123, 42.25105, 42.62907, 42.5057, 42.38421, 42.72952, 42.5163, 42.91011, 42.33321, 42.56435, 42.35181, 42.51255, 42.43049, 42.39751, 42.32848, 42.35041, 42.29908, 42.32441, 42.39071, 42.2505, 42.72925, 42.17575, 42.38576, 42.35162, 42.49443, 42.49123, 42.33871, 42.37959, 42.29729, 42.35237, 42.33014, 42.5971, 42.34321, 42.62292, 42.2857, 42.39763, 42.33842, 42.7432, 42.47388, 42.55278, 42.56829, 42.15662, 42.30105, 42.63009, 42.33658, 42.33244, 42.65883, 42.43925, 42.35471, 42.67456, 42.73817, 42.78222, 42.27085, 42.23421, 42.29557, 42.61269, 42.18319, 42.32277, 42.48711, 42.47833, 42.34947
8.4, 42.42275, 42.36393, 43.43947, 42.50874, 42.46723, 42.36852, 42.17213, 43.24948, 42.7078, 42.28963, 42.88593, 42.71341, 42.245, 42.34472, 42.27744, 43.07721, 42.33955, 42.70761, 43.56376, 41.86744, 42.29333, 43.64398, 42.55344, 41.86575, 42.66627, 43.89853, 42.54517, 42.36184, 42.35755, 42.86055, 42.7704, 42.99832, 42.41145, 42.41679, 42.68839, 42.52549, 42.32778, 42.3385, 42.85905, 42.32848, 43.13182, 42.53349, 43.09718, 42.98059, 42.5299, 43.09204, 42.56039, 42.51526, 42.61195, 42.36347, 42.44379, 43.99568, 42.34827, 42.56729, 42.43961, 42.3313, 42.60209, 43.45781, 42.50402, 42.61046, 42.42066, 42.63575, 42.49594, 42.74519, 42.83066, 42.46904, 42.22543, 43.83364, 42.43543, 42.56762, 42.7339, 43.0771, 43.2506, 42.45111, 42.43554, 42.35677, 43.00635, 42.38267, 42.42026, 42.74847, 42.34406, 42.48944, 42.41502, 42.57579, 42.54327, 42.923, 42.23164, 42.3804, 42.87569, 42.42472, 42.63908, 42.28284, 42.34292, 42.43684, 42.39399, 42.31391, 42.66953, 42.26278, 42.52129, 42.24059, 42.43642, 42.307, 42.5377, 42.57928, 42.63037, 42.50519, 42.33188, 42.29682, 42.42583, 42.40761, 42.29301, 42.43193, 42.49618, 42.59915, 42.51862, 42.72327, 42.41565, 42.24689, 42.29468, 42.38735, 42.53527, 42.36587, 42.38525, 42.45901, 42.33138, 42.28129
8.449999999999999, 42.33428, 42.396, 43.45698, 42.42521, 42.57516, 42.40982, 42.15085, 43.32851, 42.75845, 42.23902, 42.89397, 42.74299, 42.26313, 42.89288, 42.19094, 43.10013, 42.71095, 42.68954, 43.59251, 41.85261, 42.29051, 43.53494, 42.56227, 41.97421, 42.62018, 43.79025, 42.59119, 42.29474, 42.22561, 42.97077, 42.74925, 43.02946, 42.31884, 42.40221, 42.69738, 42.51489, 42.28315, 42.24842, 42.85613, 42.3273, 43.16737, 42.57643, 43.10462, 43.00959, 42.55693, 43.62561, 42.56882, 42.50919, 42.53854, 42.35237, 42.36767, 43.84736, 42.39063, 42.52709, 42.37822, 42.41411, 42.65329, 43.39116, 42.57367, 42.61366, 42.44899, 42.59435, 42.46498, 42.71308, 43.12771, 42.55249, 42.20899, 43.5729, 42.51536, 42.56147, 42.8534, 43.06147, 43.27869, 42.46011, 42.4101, 42.40774, 43.03188, 42.43592, 42.35017, 42.64172, 42.41478, 42.49567, 42.34806, 42.55147, 42.49443, 43.08952, 42.2005, 42.56176, 42.7239, 42.40184, 42.54805, 42.33389, 42.35382, 42.3148, 42.31413, 42.37159, 42.73706, 42.29093, 42.70057, 42.3644, 42.3513, 42.32424, 42.65227, 42.51015, 42.56329, 42.55252, 42.09477, 42.37714, 42.56051, 42.33396, 42.45445, 42.37626, 42.42689, 42.51778, 42.56255, 42.6672, 42.54642, 42.33891, 42.29418, 42.42645, 42.55197, 42.38803, 42.34875, 42.493, 42.32966, 42.26658
8.5, 42.30508, 42.36828, 43.21803, 42.47023, 42.59812, 42.27049, 42.14571, 43.4227, 42.79628, 42.2468, 42.85792, 42.81353, 42.65875, 43.90005, 42.27621, 43.19957, 42.57256, 42.64471, 43.52512, 41.82256, 42.25484, 43.53792, 42.62879, 41.93066, 42.60789, 43.76223, 42.54809, 42.16168, 42.22192, 43.01779, 42.7785, 43.06045, 42.32955, 42.50346, 42.71302, 42.53114, 42.22674, 42.27056, 42.81427, 42.37384, 43.07461, 42.56838, 43.09364, 43.01605, 42.52202, 43.67693, 42.51384, 42.55267, 42.57059, 42.28874, 42.41322, 43.73372, 42.38454, 42.50154, 42.7169, 42.39432, 42.60267, 43.35587, 42.46585, 42.58218, 42.40359, 42.65268, 42.51978, 42.67175, 43.35322, 42.49165, 42.24047, 43.5022, 42.50736, 42.57096, 43.0795, 42.99268, 43.2001, 42.34995, 42.3768, 42.45334, 42.86194, 42.43426, 42.41499, 42.6162, 42.39869, 42.42513, 42.35136, 42.54206, 42.51062, 42.94206, 42.28888, 42.37679, 42.73665, 42.49769, 42.57029, 42.21796, 42.45529, 42.45371, 42.38421, 42.38984, 42.65285, 42.35427, 42.58328, 42.24732, 42.37072, 42.23815, 42.57966, 42.50976, 42.59846, 42.57963, 42.09144, 42.42928, 42.47827, 42.38737, 42.38351, 42.33555, 42.38726, 42.48842, 42.48014, 42.65106, 42.47196, 42.30191, 42.27982, 42.43332, 42.62909, 42.38819, 42.34916, 42.53717, 42.42908, 42.26332
8.550000000000001, 42.29586, 42.34801, 43.20682, 42.43933, 42.57332, 42.23614, 42.17755, 43.34362, 42.7746, 42.20272, 42.83195, 42.85244, 42.44758, 43.87309, 42.20409, 43.1338, 42.58548, 42.67531, 43.48243, 41.80194, 42.29497, 43.42397, 42.59838, 42.05916, 42.54535, 43.6699, 42.5225, 42.19115, 42.18997, 42.97952, 42.75635, 43.01845, 42.22081, 42.42726, 42.68851, 42.46793, 42.22838, 42.31632, 42.67596, 42.34668, 43.04413, 42.52176, 43.08537, 43.05418, 42.54613, 43.56523, 42.4772, 42.40157, 42.48709, 42.26748, 42.35364, 43.61665, 42.34782, 42.4589, 42.66718, 42.42687, 42.56564, 43.27487, 42.55078, 42.56594, 42.47452, 42.62817, 42.47555, 42.62378, 43.24791, 42.54799, 42.19795, 43.28631, 42.42455, 42.49458, 43.03284, 42.99353, 43.05663, 42.33643, 42.3634, 42.3894, 42.8505, 42.45013, 42.32136, 42.53837, 42.40413, 42.41855, 42.35354, 42.47824, 42.4087, 42.88016, 42.23735, 42.43205, 42.65582, 42.41973, 42.44348, 42.25409, 42.38017, 42.2998, 42.31958, 42.34559, 42.53307, 42.34731, 42.55692, 42.30757, 42.33838, 42.22657, 42.50587, 42.43772, 42.54857, 42.51668, 42.15763, 42.28408, 42.60344, 42.3879, 42.294, 42.39038, 42.4579, 42.48865, 42.56225, 42.70416, 42.69887, 42.23588, 42.35322, 42.43621, 42.44473, 42.38062, 42.26651, 42.46386, 42.42162, 42.23913
8.6, 42.2609, 42.3527, 43.15244, 42.42779, 42.61412, 42.34825, 42.19132, 43.35231, 42.7778, 42.16432, 42.811, 42.85585, 42.26692, 43.55359, 42.26913, 43.17887, 42.55478, 42.69854, 43.3669, 41.89728, 42.29, 43.30155, 42.58317, 42.0575, 42.47359, 43.55339, 42.58977, 43.34449, 42.17799, 42.92495, 42.7121, 43.00381, 42.20768, 42.40582, 42.64437, 42.47161, 42.3096, 42.28135, 42.67542, 42.23547, 42.97807, 42.45355, 43.01871, 43.07039, 42.60968, 43.40342, 42.47956, 42.26663, 42.50335, 42.20387, 42.34493, 43.5061, 42.32675, 42.99554, 42.69919, 42.35474, 42.58685, 43.16985, 42.52721, 42.59231, 42.44853, 42.60211, 42.55895, 42.57996, 43.08392, 42.4131, 42.33987, 43.2142, 42.437, 42.41157, 42.97322, 42.95145, 42.91247, 42.357, 42.4163, 42.41459, 42.81752, 42.40996, 42.33599, 42.56997, 42.37624, 42.46952, 42.42018, 42.47027, 42.32481, 42.88124, 42.31889, 42.37022, 42.57018, 42.40307, 42.42879, 42.35762, 42.35358, 42.33728, 42.50199, 42.28612, 42.53882, 42.24067, 42.60242, 42.33542, 42.29291, 42.20959, 42.54955, 42.40331, 42.55538, 42.47705, 42.12191, 42.34975, 42.51357, 42.35099, 42.30477, 42.50664, 42.34378, 42.40855, 42.52464, 42.74203, 42.67554, 42.21281, 42.31358, 42.48841, 42.466, 42.42911, 42.30827, 42.48647, 42.46007, 42.18469
8.65, 42.23493, 42.36731, 43.10209, 42.44326, 42.58224, 42.34103, 42.19414, 43.42243, 42.74717, 42.15926, 42.80843, 42.87559, 42.27342, 43.40979, 42.20378, 43.11222, 42.54266, 42.66408, 43.34166, 41.79691, 42.3308, 43.18049, 42.55901, 42.11708, 42.44436, 43.49014, 42.57019, 43.20408, 42.13225, 42.93021, 42.67375, 42.97998, 42.19349, 42.42395, 42.63283, 42.45187, 42.30241, 42.30331, 42.58009, 42.21119, 43.07153, 42.41249, 42.99992, 43.09879, 42.59549, 43.26481, 42.43452, 42.30015, 42.45631, 42.1852, 42.36281, 43.39545, 42.36186, 42.86369, 42.73242, 42.38507, 42.61463, 43.11443, 42.56408, 42.53136, 42.40337, 42.62019, 42.52613, 42.557, 43.04203, 42.41108, 42.2546, 43.12981, 42.38958, 42.333, 42.96621, 42.90049, 42.83002, 42.31706, 42.39496, 42.45696, 42.78568, 42.46373, 42.33445, 42.57458, 42.36868, 42.5222, 42.40909, 42.45015, 42.38582, 42.92168, 42.23593, 42.41918, 42.53185, 42.39766, 42.4991, 42.35784, 42.29783, 42.22768, 42.49509, 42.30982, 42.52311, 42.33058, 42.56609, 42.31687, 42.34602, 42.27056, 42.44049, 42.44455, 42.49776, 42.53844, 42.1602, 42.23187, 42.56785, 42.33455, 42.2999, 42.39996, 42.36934, 42.37225, 42.52612, 42.66074, 42.51573, 42.25098, 42.3353, 42.47765, 42.46772, 42.37066, 42.28189, 42.36273, 42.41195, 42.2346
8.699999999999999, 42.22185, 42.30634, 43.04966, 42.44968, 42.5667, 42.3245, 42.22083, 43.43044, 42.76386, 42.22211, 42.82984, 42.90036, 42.24679, 43.2282, 42.1518, 43.13473, 42.54898, 42.64585, 43.33086, 41.9422, 42.36559, 43.17748, 42.51818, 42.09068, 42.35898, 43.39233, 42.57939, 43.06185, 42.1485, 42.9638, 42.7634, 42.9734, 42.23479, 42.41505, 42.68192, 42.40881, 42.35397, 42.29032, 42.53804, 42.23558, 43.06095, 42.44415, 43.04222, 43.06459, 42.50336, 43.12876, 42.43465, 42.3147, 42.52748, 42.16688, 42.33266, 43.32761, 42.35454, 42.78307, 42.68505, 42.39664, 42.53389, 43.05078, 42.49249, 42.56039, 42.33713, 42.54545, 42.55912, 42.52011, 42.94949, 42.39024, 42.29869, 43.05195, 42.45079, 42.37141, 42.89876, 42.8785, 42.71192, 42.28952, 42.3288, 42.44006, 42.75135, 42.4662, 42.34307, 42.52665, 42.40784, 42.45203, 42.34388, 42.42165, 42.35741, 42.86275, 42.37232, 42.41179, 42.52601, 42.40569, 42.40852, 42.4037, 42.37244, 42.3177, 42.4026, 42.28772, 42.54961, 42.35178, 42.75478, 42.33301, 42.31425, 42.30739, 42.45528, 42.399, 42.54557, 42.53893, 42.13312, 42.28398, 42.52969, 42.34347, 42.22271, 42.43127, 42.35876, 42.49436, 42.52367, 42.67534, 42.59272, 42.18502, 42.29362, 42.46292, 42.41536, 42.41045, 42.24088, 42.34769, 42.57256, 42.27749
8.75, 42.24029, 42.27172, 42.97959, 42.45012, 42.60583, 42.42206, 42.10459, 43.39697, 42.73756, 42.16278, 42.83452, 42.90402, 42.76489, 43.06991, 42.18993, 43.25826, 42.45093, 42.63165, 43.28099, 41.82978, 42.30972, 43.08145, 42.52036, 42.11311, 42.32773, 43.41616, 42.54612, 42.94439, 42.14942, 42.88886, 42.71992, 42.95842, 42.16507, 42.43042, 42.61801, 42.39427, 42.23996, 42.27927, 42.52457, 42.25268, 42.96321, 42.36859, 42.96074, 43.07126, 42.5186, 43.03776, 42.35734, 42.36385, 42.52057, 42.16329, 42.35785, 43.31349, 42.34092, 42.75648, 42.58817, 42.36597, 42.56631, 43.07894, 42.54182, 42.51287, 42.40741, 42.57274, 42.52238, 42.46904, 42.96886, 42.46111, 42.28167, 42.99252, 42.46767, 42.4269, 42.87541, 42.85456, 42.71098, 42.28856, 42.28956, 42.33136, 42.65738, 42.53551, 42.31918, 42.47485, 42.38408, 42.49154, 42.33521, 42.40557, 42.30276, 42.81418, 42.12982, 42.34265, 42.47313, 42.40813, 42.3732, 42.28892, 42.31631, 42.1932, 42.39996, 42.34538, 42.53908, 42.26001, 42.77196, 42.30984, 42.29219, 42.1973, 42.39883, 42.41746, 42.4615, 42.51451, 42.19084, 42.24902, 42.49026, 42.37336, 42.29095, 42.42097, 42.38505, 42.45847, 42.46343, 42.80861, 42.63977, 42.28747, 42.29973, 42.50482, 42.48062, 42.45376, 42.28563, 42.42416, 42.41272, 42.25641
